Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Zoroark,57.8,571,dark,none,157.9,86.9,103,1414071,21,1497,Shadow Claw,Foul Play,Sludge Bomb,6,7,5,75000
Deerling,57.6,585,normal,grass,109.2,96.6,142,1498988,50,1283,Tackle,Wild Charge,Trailblaze,15,17,3,50000
Floette,57.6,670,fairy,none,114.3,133.7,128,1955261,44,1499,Vine Whip,Dazzling Gleam,Petal Blizzard,9,9,3,50000
Kecleon,57.6,352,normal,none,115.6,142.2,117,1923248,27.5,1495,Lick,Foul Play,Flamethrower,15,19,5,75000
Porygon (Shadow),57.6,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Tackle,Discharge,Signal Beam,15,19,3,50000
Watchog,57.6,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Arbok,57.5,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Flaaffy,57.5,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Tackle,Discharge,Trailblaze,15,17,5,75000
Mesprit,57.5,481,psychic,none,124.1,125.8,116,1811528,18,1500,Confusion,Future Sight,Blizzard,6,7,20,100000
Persian (Shadow),57.5,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Play Rough,6,10,3,50000
Piplup,57.5,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Roselia,57.5,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Ambipom (Shadow),57.2,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Gumshoos,57.2,735,normal,none,134.9,85.7,144,1664430,25.5,1500,Bite,Crunch,Hyper Fang,23,25,1,10000
Metagross,57.2,376,steel,psychic,132.8,123.6,102,1674069,14.5,1496,Bullet Punch,Meteor Mash,Psychic,8,8,5,75000
Mothim,56.9,414,bug,flying,140,83,137,1591422,31.5,1496,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Exploud (Shadow),56.7,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Porygon-Z,56.6,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Goldeen,56.4,118,water,none,116,105,120,1461636,50,1302,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Rowlet,56.3,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Energy Ball,Seed Bomb,8,7,3,10000
Clawitzer,56.1,693,water,none,134.4,110.5,111,1648951,20,1493,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Liepard,56.1,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Aipom,56,190,normal,none,126.1,105.2,134,1778842,49,1500,Astonish,Aerial Ace,Return,4,7,3,50000
Pineco (Shadow),56,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,20,14,5,75000
Sawsbuck,56,586,normal,grass,130.1,103.1,128,1717029,23,1495,Feint Attack,Wild Charge,Trailblaze,8,9,3,50000
Snover (Shadow),56,459,grass,ice,109.2,100.8,142,1564162,50,1311,Powder Snow,Ice Beam,Energy Ball,7,7,3,50000
Jynx,55.8,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Psyshock,4,4,5,75000
Persian,55.8,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Return,6,12,3,50000
Illumise,55.5,314,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Silver Wind,Dazzling Gleam,15,24,3,50000
Vibrava,55.5,329,ground,dragon,125.2,95.8,127,1523223,50,1384,Mud Shot,Sand Tomb,Bug Buzz,5,7,5,75000
Seadra,55.4,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Trumbeak,55.4,732,normal,flying,134.9,95.2,129,1657028,47.5,1500,Peck,Drill Peck,Rock Blast,8,8,1,10000
Rotom (Wash),55.2,479,electric,water,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Hydro Pump,7,9,5,75000
Weezing,55.2,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Wormadam (Sandy),55.2,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Confusion,Bug Buzz,Bulldoze,5,5,1,10000
Mismagius,54.9,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Liepard (Shadow),54.6,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Stoutland,54.6,508,normal,none,125.8,114.7,124,1788973,19,1500,Lick,Wild Charge,Crunch,15,15,1,10000
Totodile (Shadow),54.5,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Piplup (Shadow),54.3,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Sigilyph,54,561,psychic,flying,131.6,114,114,1710530,22,1500,Air Slash,Ancient Power,Signal Beam,5,7,5,75000
Gorebyss,53.9,368,water,none,136.9,118.5,101,1638002,22.5,1500,Water Gun,Psychic,Water Pulse,19,20,3,50000
Pupitar,53.9,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Dig,Ancient Power,25,23,5,75000
Snubbull,53.7,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,12,3,50000
Honchkrow (Shadow),53.6,430,dark,flying,150.6,68.3,145,1492462,20.5,1500,Snarl,Brave Bird,Dark Pulse,5,4,3,50000
Axew,53.4,610,dragon,none,139.5,95.2,121,1607281,49,1498,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Drowzee,53.4,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Return,4,6,3,50000
Lampent (Shadow),53.4,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Astonish,Energy Ball,Flame Burst,6,6,5,75000
Nosepass,53.4,299,rock,none,81.5,193.3,98,1543812,50,1123,Spark,Rock Slide,Rock Blast,7,6,3,50000
Snubbull (Shadow),53.1,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,12,3,50000
Cacturne,53,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Grass Knot,Payback,8,9,3,50000
Chatot,53,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Steel Wing,Sky Attack,Night Shade,8,8,5,75000
Gholdengo,53,1000,steel,ghost,135.7,106.2,114,1643435,15.5,1494,Hex,Shadow Ball,Focus Blast,5,7,5,10000
Tentacool,53,72,water,poison,94.1,137.8,113,1465578,50,1176,Bubble,Wrap,Bubble Beam,5,4,3,50000
Drowzee (Shadow),52.8,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Psychic,4,5,3,50000
Swanna,52.8,581,water,flying,129.3,99.7,134,1727466,26.5,1498,Air Slash,Hurricane,Ice Beam,8,7,3,50000
Ambipom,52.5,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Clauncher,52.5,692,water,none,103.4,110.9,127,1455967,50,1230,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Nosepass (Shadow),52.1,299,rock,none,81.5,193.3,98,1543812,50,1123,Spark,Rock Slide,Rock Blast,7,6,3,50000
Flaaffy (Shadow),51.9,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Charge Beam,Discharge,Trailblaze,5,5,5,75000
Crabominable,51.8,740,fighting,ice,136.8,87.9,135,1624204,19,1494,Bubble,Ice Punch,Crabhammer,4,5,3,50000
Noivern,51.8,715,flying,dragon,126.4,110.7,127,1776882,20.5,1498,Air Slash,Hurricane,Boomburst,8,8,5,75000
Totodile,51.5,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Aqua Jet,15,15,3,10000
Varoom,51.5,965,steel,poison,116,102.5,120,1426556,50,1287,Poison Jab,Gyro Ball,Gunk Shot,9,11,3,50000
Weezing (Shadow),51.5,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Grumpig,51.2,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Herdier,51,507,normal,none,119.7,110.9,141,1871188,41.5,1497,Lick,Dig,Thunderbolt,17,19,1,10000
Unfezant,50.4,521,normal,flying,139.2,96.2,120,1606547,20,1495,Steel Wing,Sky Attack,Hyper Beam,8,12,1,10000
Absol,50.3,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Porygon-Z (Shadow),50.3,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Volbeat,50.3,313,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Thunderbolt,Bug Buzz,19,20,3,50000
Butterfree,50.1,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Signal Beam,5,5,1,10000
Cacturne (Shadow),50.1,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sucker Punch,Grass Knot,Dark Pulse,8,8,3,50000
Tentacool (Shadow),50.1,72,water,poison,94.1,137.8,113,1465578,50,1176,Bubble,Wrap,Bubble Beam,5,4,3,50000
Grumpig (Shadow),49.2,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Beautifly,49,267,bug,flying,146.4,81.9,128,1535506,34.5,1500,Infestation,Silver Wind,Air Cutter,4,5,1,10000
Ferroseed,48.1,597,grass,steel,81.5,142.9,119,1385595,50,1064,Tackle,Iron Head,Return,17,24,3,75000
Musharna,48.1,518,psychic,none,113.7,108.9,159,1968272,20.5,1499,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Rotom (Frost),48.1,479,electric,ice,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Blissey,47.8,242,normal,none,81.4,110.2,307,2754156,21,1498,Zen Headbutt,Psychic,Hyper Beam,10,14,5,75000
Mismagius (Shadow),47.8,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Pineco,47.8,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Return,20,24,5,75000
Starmie,47.5,121,water,psychic,132.2,121.8,104,1675198,21,1488,Quick Attack,Ice Beam,Psychic,7,7,3,50000
Cherrim (Overcast),46,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Koffing,45.6,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Ribombee,45.6,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,8,1,10000
Throh,45.4,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Regieleki,45.3,894,electric,none,152.3,82.4,117,1469385,20,1496,Lock On,Thunder,Hyper Beam,12,16,20,100000
Solosis,45.3,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Throh (Shadow),45.3,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Focus Blast,7,15,5,75000
Absol (Shadow),44.7,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Ferroseed (Shadow),44.7,597,grass,steel,81.5,142.9,119,1385595,50,1064,Tackle,Iron Head,Flash Cannon,17,24,3,75000
Duosion,44.5,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Audino,44.4,531,normal,none,92.6,138.1,189,2416540,39,1499,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Skiddo,44.4,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Rock Slide,Seed Bomb,7,7,3,50000
Timburr,44.4,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Brick Break,Rock Tomb,7,12,5,75000
Lycanroc (Midday),44.2,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
Regigigas (Shadow),43.9,486,normal,none,138.4,105.8,110,1610685,12.5,1496,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Swirlix,43.9,684,fairy,none,104.2,112.6,145,1701231,50,1333,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Spoink (Shadow),43.8,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Anorith (Shadow),43.5,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Anorith,41.8,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Meltan,41.1,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Unown,40.3,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Spoink,39.9,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Koffing (Shadow),39.6,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Reuniclus,38.8,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Fighting),Future Sight,Shadow Ball,9,7,3,50000
Deoxys (Speed),37.5,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Vanilluxe,36.8,584,ice,none,131.5,116.8,110,1690058,19.5,1497,Astonish,Blizzard,Signal Beam,8,6,3,50000
Munna,36.4,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Ponyta (Galarian),35.5,77,psychic,none,134.8,109.4,113,1666179,36.5,1500,Psycho Cut,Play Rough,Psybeam,7,7,3,50000
Flabebe,35.2,669,fairy,none,103.4,113.4,119,1395258,50,1202,Vine Whip,Dazzling Gleam,Petal Blizzard,9,9,3,50000
Clefairy,34.9,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Body Slam,Disarming Voice,6,8,1,10000
Mienfoo,34.9,619,fighting,none,143.6,93.8,116,1563337,48,1500,Low Kick,Brick Break,Focus Blast,7,15,3,50000
Komala,34.6,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Play Rough,5,5,3,50000
Shaymin (Land),34.6,492,grass,none,117.9,122.3,131,1888054,17,1492,Zen Headbutt,Grass Knot,Seed Flare,9,13,20,100000
Kadabra,33.7,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Return,7,8,3,50000
Slaking,20.4,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
